CUSTOMER_ID,CUSTOMER_NAME,AGE,GENDER,MARITAL_STATUS,OCCUPATION,ANNUAL_INCOME,STATE,CITY,CREDIT_SCORE,CUSTOMER_RISK_SEGMENT,CUSTOMER_SINCE
CUST00000145,INS-CUSTOMER-000145,42,Female,Single,Professional,1168158,Odisha,Rourkela,680,Low,2021-04-04
CUST00000146,INS-CUSTOMER-000146,38,Female,Married,Business Owner,2729045,Karnataka,Mangaluru,756,Medium,2019-07-17
CUST00000147,INS-CUSTOMER-000147,40,Female,Married,Business Owner,456889,Odisha,Cuttack,862,Low,2024-09-01
CUST00000148,INS-CUSTOMER-000148,51,Other,Married,Government Employee,904805,Rajasthan,Kota,700,Medium,2024-09-09
CUST00000149,INS-CUSTOMER-000149,30,Male,Single,Salaried,469102,Delhi,Dwarka,867,Medium,2020-12-13
CUST00000150,INS-CUSTOMER-000150,69,Male,Single,Salaried,805080,Gujarat,Surat,613,Medium,2018-07-06
CUST00000151,INS-CUSTOMER-000151,33,Female,Married,Government Employee,460438,Karnataka,Mangaluru,692,Low,2024-03-24
CUST00000152,INS-CUSTOMER-000152,42,Male,Married,Professional,1176975,Uttar Pradesh,Lucknow,636,Medium,2022-09-05
CUST00000153,INS-CUSTOMER-000153,39,Female,Married,Self Employed,2786115,Rajasthan,Udaipur,900,Low,2022-08-15
CUST00000154,INS-CUSTOMER-000154,49,Other,Single,Self Employed,380483,Odisha,Bhubaneswar,636,Medium,2024-02-04
CUST00000155,INS-CUSTOMER-000155,59,Male,Single,Salaried,600214,Tamil Nadu,Salem,789,Medium,2018-08-24
CUST00000156,INS-CUSTOMER-000156,39,Male,Married,Business Owner,282446,Uttar Pradesh,Lucknow,758,Medium,2020-08-22
CUST00000157,INS-CUSTOMER-000157,43,Female,Widowed,Self Employed,306537,Gujarat,Ahmedabad,670,High,2021-03-31
CUST00000158,INS-CUSTOMER-000158,29,Male,Divorced,Retired,719410,Tamil Nadu,Salem,613,Low,2020-02-12
CUST00000159,INS-CUSTOMER-000159,56,Male,Married,Self Employed,546829,Tamil Nadu,Coimbatore,664,Low,2018-09-23
CUST00000160,INS-CUSTOMER-000160,50,Other,Married,Professional,309271,Uttar Pradesh,Kanpur,732,Low,2025-04-05
CUST00000161,INS-CUSTOMER-000161,48,Female,Single,Government Employee,551160,Odisha,Bhubaneswar,732,Medium,2020-01-10
CUST00000162,INS-CUSTOMER-000162,25,Male,Single,Self Employed,146801,Karnataka,Mangaluru,687,Low,2018-09-02
CUST00000163,INS-CUSTOMER-000163,32,Other,Single,Professional,938356,Telangana,Warangal,687,Low,2023-06-09
CUST00000164,INS-CUSTOMER-000164,54,Other,Divorced,Self Employed,338966,Karnataka,Mangaluru,772,Medium,2019-02-03
CUST00000165,INS-CUSTOMER-000165,25,Female,Single,Self Employed,222751,Gujarat,Rajkot,664,Medium,2023-02-13
CUST00000166,INS-CUSTOMER-000166,30,Male,Married,Business Owner,421180,Tamil Nadu,Salem,784,Medium,2019-07-03
CUST00000167,INS-CUSTOMER-000167,37,Male,Married,Government Employee,473428,Karnataka,Mysuru,660,Low,2024-06-19
CUST00000168,INS-CUSTOMER-000168,45,Other,Divorced,Self Employed,449755,Kerala,Thiruvananthapuram,631,Low,2019-05-20
CUST00000169,INS-CUSTOMER-000169,43,Male,Married,Business Owner,698290,Delhi,New Delhi,788,Low,2020-01-28
CUST00000170,INS-CUSTOMER-000170,51,Female,Single,Self Employed,3013918,Gujarat,Surat,697,High,2019-04-16
CUST00000171,INS-CUSTOMER-000171,27,Male,Married,Self Employed,463924,Rajasthan,Jaipur,778,Low,2021-03-14
CUST00000172,INS-CUSTOMER-000172,37,Male,Married,Business Owner,120000,Delhi,Saket,708,Medium,2023-10-21
CUST00000173,INS-CUSTOMER-000173,43,Male,Single,Professional,1431490,Odisha,Puri,643,Low,2019-11-10
CUST00000174,INS-CUSTOMER-000174,49,Other,Single,Business Owner,429131,Tamil Nadu,Madurai,704,Low,2026-03-03
CUST00000175,INS-CUSTOMER-000175,40,Male,Single,Government Employee,1429651,Uttar Pradesh,Lucknow,600,Low,2026-06-02
CUST00000176,INS-CUSTOMER-000176,49,Female,Widowed,Government Employee,1649632,Karnataka,Bengaluru,700,Low,2018-11-21
CUST00000177,INS-CUSTOMER-000177,31,Male,Married,Government Employee,730151,Tamil Nadu,Salem,754,Low,2018-10-09
CUST00000178,INS-CUSTOMER-000178,41,Male,Married,Salaried,618311,Tamil Nadu,Salem,577,Medium,2023-03-12
CUST00000179,INS-CUSTOMER-000179,33,Other,Single,Salaried,495166,Uttar Pradesh,Kanpur,742,Medium,2022-03-23
CUST00000180,INS-CUSTOMER-000180,37,Male,Married,Salaried,584138,Kerala,Thiruvananthapuram,752,Low,2018-10-02
CUST00000181,INS-CUSTOMER-000181,24,Female,Single,Professional,231190,Kerala,Kochi,596,Low,2018-06-26
CUST00000182,INS-CUSTOMER-000182,30,Female,Single,Self Employed,1578436,Delhi,New Delhi,719,Medium,2018-02-23
CUST00000183,INS-CUSTOMER-000183,30,Male,Married,Self Employed,2142218,Kerala,Kochi,818,Low,2023-01-02
CUST00000184,INS-CUSTOMER-000184,35,Other,Single,Government Employee,853216,Delhi,Rohini,638,Medium,2024-08-05
CUST00000185,INS-CUSTOMER-000185,43,Other,Married,Business Owner,791958,Uttar Pradesh,Lucknow,816,Low,2026-07-01
CUST00000186,INS-CUSTOMER-000186,40,Male,Single,Business Owner,662436,Maharashtra,Nashik,748,Low,2025-06-05
CUST00000187,INS-CUSTOMER-000187,26,Female,Married,Government Employee,1350092,Karnataka,Bengaluru,603,Medium,2024-01-03
CUST00000188,INS-CUSTOMER-000188,20,Male,Single,Salaried,877228,Gujarat,Surat,784,Low,2024-01-20
CUST00000189,INS-CUSTOMER-000189,18,Other,Widowed,Salaried,707864,Gujarat,Surat,697,Medium,2022-12-09
CUST00000190,INS-CUSTOMER-000190,57,Female,Married,Business Owner,1032462,Telangana,Hyderabad,623,High,2022-10-14
CUST00000191,INS-CUSTOMER-000191,30,Male,Single,Salaried,382890,Tamil Nadu,Madurai,827,Medium,2020-08-10
CUST00000192,INS-CUSTOMER-000192,67,Other,Single,Self Employed,1053945,Gujarat,Ahmedabad,677,Low,2023-10-15
CUST00000193,INS-CUSTOMER-000193,51,Male,Married,Salaried,510248,Tamil Nadu,Coimbatore,669,Medium,2026-02-18
CUST00000194,INS-CUSTOMER-000194,40,Female,Married,Business Owner,807126,Telangana,Karimnagar,771,Low,2025-07-06
CUST00000195,INS-CUSTOMER-000195,43,Female,Single,Salaried,2038359,Odisha,Cuttack,776,Low,2024-12-03
CUST00000196,INS-CUSTOMER-000196,52,Male,Married,Professional,930374,West Bengal,Howrah,649,Low,2022-05-14
CUST00000197,INS-CUSTOMER-000197,38,Male,Married,Professional,724465,Delhi,Dwarka,707,Low,2025-03-16
CUST00000198,INS-CUSTOMER-000198,53,Female,Married,Salaried,1806285,Uttar Pradesh,Varanasi,740,Low,2026-08-06
CUST00000199,INS-CUSTOMER-000199,23,Male,Single,Professional,429656,Karnataka,Mysuru,755,Medium,2019-09-03
CUST00000200,INS-CUSTOMER-000200,29,Male,Single,Business Owner,1445432,Rajasthan,Jaipur,833,Low,2026-05-01
CUST00000201,INS-CUSTOMER-000201,45,Male,Married,Salaried,481457,Rajasthan,Udaipur,707,Low,2025-03-29
CUST00000202,INS-CUSTOMER-000202,49,Other,Single,Business Owner,238136,West Bengal,Siliguri,719,Low,2018-03-14
CUST00000203,INS-CUSTOMER-000203,40,Other,Married,Business Owner,1831393,Odisha,Bhubaneswar,666,Low,2023-07-09
CUST00000204,INS-CUSTOMER-000204,28,Female,Married,Government Employee,509570,Rajasthan,Jodhpur,685,Low,2019-03-22
CUST00000205,INS-CUSTOMER-000205,51,Female,Married,Salaried,948826,Odisha,Cuttack,715,High,2025-03-28
CUST00000206,INS-CUSTOMER-000206,34,Male,Married,Retired,1125085,West Bengal,Kolkata,758,Medium,2018-02-24
CUST00000207,INS-CUSTOMER-000207,45,Male,Married,Salaried,752307,Gujarat,Ahmedabad,720,High,2018-08-10
CUST00000208,INS-CUSTOMER-000208,45,Other,Single,Salaried,513300,Odisha,Bhubaneswar,687,Medium,2026-08-09
CUST00000209,INS-CUSTOMER-000209,40,Female,Single,Business Owner,1188498,Tamil Nadu,Chennai,751,Low,2023-10-30
CUST00000210,INS-CUSTOMER-000210,37,Other,Single,Salaried,294764,Karnataka,Bengaluru,745,Medium,2018-09-12
CUST00000211,INS-CUSTOMER-000211,46,Female,Married,Retired,1502555,Gujarat,Rajkot,625,Medium,2018-01-09
CUST00000212,INS-CUSTOMER-000212,42,Other,Married,Retired,1970117,West Bengal,Howrah,819,Medium,2022-03-14
CUST00000213,INS-CUSTOMER-000213,61,Female,Single,Business Owner,242109,Maharashtra,Mumbai,684,Low,2025-04-23
CUST00000214,INS-CUSTOMER-000214,57,Male,Single,Salaried,466558,West Bengal,Howrah,731,Low,2024-03-18
CUST00000215,INS-CUSTOMER-000215,18,Female,Married,Salaried,1332389,Delhi,New Delhi,771,Low,2023-10-31
CUST00000216,INS-CUSTOMER-000216,30,Other,Married,Salaried,957053,Odisha,Puri,770,Low,2025-06-07
CUST00000217,INS-CUSTOMER-000217,33,Male,Married,Salaried,214797,West Bengal,Kolkata,602,Low,2022-10-12
CUST00000218,INS-CUSTOMER-000218,25,Other,Single,Salaried,1302076,Uttar Pradesh,Noida,810,Medium,2018-08-23
CUST00000219,INS-CUSTOMER-000219,31,Other,Single,Government Employee,587006,Rajasthan,Jaipur,613,Medium,2019-08-05
CUST00000220,INS-CUSTOMER-000220,58,Other,Married,Salaried,533409,Telangana,Karimnagar,701,High,2020-07-05
